소비일자,소비업종,성별,연령대,소비건수합계
20150627,백화점/상품권/아울렛,남성,20대,41645
20190731,여행/교통,여성,20대,33400
20200604,요식/유흥,여성,30대,658330
20150610,요식/유흥,남성,50대,399057
20190629,요식/유흥,여성,40대,1044675
20150628,교육/학원,남성,20대,5577
20190615,패션/잡화,여성,50대,52252
20190514,의료,여성,30대,280985
20150604,스포츠/문화/레저,남성,30대,50884
20190731,미용,여성,40대,59015
20200712,가전/가구,여성,40대,21534
20150703,요식/유흥,남성,60대이상,140560
20200717,주유,남성,60대이상,143608
20200529,스포츠/문화/레저,여성,20대,31286
20150619,주유,여성,40대,99110
20190624,가전/가구,남성,30대,30466
20150626,편의점,여성,50대,72123
20150618,여행/교통,여성,40대,26530
20150608,의료,남성,30대,263563
20200621,백화점/상품권/아울렛,남성,50대,73560
20190720,의료,여성,60대이상,72676
20190729,스포츠/문화/레저,남성,50대,74347
20150513,가전/가구,남성,20대,7925
20200524,자동차,남성,50대,16543
20200709,교육/학원,남성,40대,46083
20190702,주유,여성,40대,96978
20190508,의료,여성,40대,285826
20190710,백화점/상품권/아울렛,여성,60대이상,52480
20190615,미용,여성,50대,47393
20190622,자동차,남성,40대,64510
20190508,편의점,남성,60대이상,71959
20190508,요식/유흥,남성,30대,1018653
20150506,백화점/상품권/아울렛,남성,20대,14335
20150715,주유,여성,20대,24261
20190710,요식/유흥,여성,30대,718261
20150622,할인점/마트,여성,40대,625509
20200516,교육/학원,여성,50대,12995
20190729,백화점/상품권/아울렛,여성,20대,46488
20190512,편의점,남성,30대,678668
20190709,교육/학원,여성,40대,81478
20190627,편의점,남성,50대,292346
20190509,할인점/마트,여성,50대,526355
20150621,주유,여성,30대,74304
20150724,스포츠/문화/레저,여성,40대,94741
20190610,패션/잡화,여성,20대,22518
20200529,요식/유흥,남성,60대이상,327936
20200612,가정생활/서비스,여성,60대이상,628
20150729,미용,여성,60대이상,8894
20190615,가전/가구,여성,60대이상,15407
20150731,패션/잡화,남성,50대,24492
20200504,미용,남성,40대,42166
20200512,주유,남성,50대,168173
20200529,백화점/상품권/아울렛,여성,50대,81681
20150511,주유,여성,50대,67591
20200720,요식/유흥,여성,50대,525153
20190504,가정생활/서비스,여성,50대,2003
20150520,가전/가구,여성,50대,28984
20200630,할인점/마트,여성,60대이상,310897
20200614,여행/교통,여성,60대이상,10555
20190529,여행/교통,여성,30대,40983
20190524,자동차,여성,30대,23096
20150603,요식/유흥,여성,40대,601778
20190722,요식/유흥,남성,30대,944193
20200520,백화점/상품권/아울렛,남성,20대,13994
20200525,가전/가구,여성,20대,11117
20190526,편의점,여성,40대,303399
20190711,스포츠/문화/레저,여성,30대,41601
20200508,미용,남성,50대,23402
20200722,의료,남성,40대,220457
20150516,요식/유흥,남성,60대이상,152546
20190703,패션/잡화,여성,50대,45233
20150618,의료,남성,50대,115687
20150730,주유,남성,30대,182133
20200711,여행/교통,남성,30대,69984
20200716,요식/유흥,남성,50대,772250
20200608,가정생활/서비스,여성,20대,920
20200517,가전/가구,남성,30대,36571
20150603,패션/잡화,남성,40대,29111
20190515,자동차,남성,60대이상,21952
20190504,자동차,남성,60대이상,18368
20190725,의료,여성,50대,206603
20200726,백화점/상품권/아울렛,남성,30대,121325
20200610,요식/유흥,여성,50대,461458
20150521,편의점,여성,50대,79785
20200601,여행/교통,여성,40대,25331
20200525,교육/학원,여성,50대,20706
20200529,스포츠/문화/레저,여성,40대,46284
20200612,주유,여성,40대,79328
20150610,편의점,여성,20대,136061
20200607,할인점/마트,남성,40대,943846
20150504,할인점/마트,남성,30대,618090
20200601,백화점/상품권/아울렛,여성,20대,32439
20190506,할인점/마트,여성,50대,567285
20150506,주유,남성,40대,169112
20190601,할인점/마트,여성,20대,204147
20190703,할인점/마트,남성,50대,440909
20200711,편의점,남성,20대,311212
20150501,가정생활/서비스,남성,20대,320
20190606,편의점,남성,30대,640899
20190621,가정생활/서비스,여성,20대,2170
20200701,백화점/상품권/아울렛,여성,40대,89595
20150713,패션/잡화,남성,40대,23254
20190715,요식/유흥,여성,40대,788212
20200511,편의점,여성,60대이상,50215
20200730,주유,남성,40대,203789
20190520,할인점/마트,남성,20대,145766
20150510,가정생활/서비스,여성,40대,1023
20150706,교육/학원,남성,20대,6217
20190506,교육/학원,여성,50대,15974
20150724,가전/가구,여성,20대,9119
20200610,가정생활/서비스,남성,60대이상,1060
20150504,가정생활/서비스,여성,20대,595
20150713,요식/유흥,여성,60대이상,99995
20190629,자동차,남성,60대이상,16616
20190706,가정생활/서비스,여성,60대이상,787
20150623,백화점/상품권/아울렛,여성,60대이상,24349
20190514,할인점/마트,남성,50대,437635
20190503,미용,여성,50대,45214
20190616,할인점/마트,남성,20대,169631
20150512,백화점/상품권/아울렛,남성,40대,59788
20150619,여행/교통,여성,30대,32564
20150521,교육/학원,남성,30대,37880
20150728,할인점/마트,남성,60대이상,153607
20200621,미용,여성,40대,38874
20150702,패션/잡화,여성,40대,59923
20190613,요식/유흥,여성,50대,591437
20200515,주유,여성,40대,64360
20190725,가전/가구,남성,60대이상,68864
20190724,주유,여성,50대,88181
20150530,자동차,여성,40대,14380
20150606,가정생활/서비스,여성,50대,318
20150522,가정생활/서비스,여성,20대,422
20200704,가전/가구,남성,60대이상,31274
20190709,할인점/마트,남성,30대,485997
20150728,교육/학원,남성,20대,5410
20150615,미용,남성,20대,13799
20200713,가정생활/서비스,남성,20대,277
20190508,가전/가구,남성,30대,57472
20190604,스포츠/문화/레저,여성,30대,47482
20200516,할인점/마트,여성,40대,702933
20200715,미용,남성,60대이상,11246
20190615,백화점/상품권/아울렛,남성,50대,76266
20190505,여행/교통,여성,30대,90006
20150630,주유,남성,60대이상,50350
20190714,여행/교통,여성,50대,41861
20200522,할인점/마트,여성,20대,155990
20190715,자동차,여성,50대,20457
20200527,주유,여성,60대이상,32443
20190623,백화점/상품권/아울렛,남성,60대이상,33113
20150508,요식/유흥,여성,40대,721751
20150725,의료,여성,20대,59079
20200523,가정생활/서비스,남성,60대이상,982
20150716,여행/교통,남성,40대,60392
20150616,여행/교통,여성,30대,24037
20200723,요식/유흥,남성,40대,856821
20190527,할인점/마트,여성,20대,160691
20150609,의료,남성,30대,190455
20200523,할인점/마트,남성,50대,802770
20200501,패션/잡화,남성,30대,29978
20190522,주유,남성,30대,161757
20150706,스포츠/문화/레저,여성,50대,47121
20150709,미용,여성,50대,32473
20200713,의료,남성,50대,242486
20190630,백화점/상품권/아울렛,남성,50대,84668
20150622,패션/잡화,남성,60대이상,7580
20190529,백화점/상품권/아울렛,여성,20대,47317
20190510,스포츠/문화/레저,여성,40대,74779
20200506,주유,여성,20대,20390
20200508,주유,남성,20대,44287
20150622,자동차,남성,30대,25754
20200702,가전/가구,남성,40대,38174
20200729,주유,여성,20대,15581
20200608,의료,여성,30대,280376
20150725,의료,여성,60대이상,38483
20200712,교육/학원,남성,50대,22030
20200609,의료,남성,40대,299731
20190726,패션/잡화,남성,60대이상,11359
20150515,자동차,남성,40대,30351
20200617,할인점/마트,여성,40대,562237
20200526,여행/교통,남성,60대이상,20801
20190615,백화점/상품권/아울렛,여성,50대,131277
20200708,스포츠/문화/레저,여성,60대이상,22571
20190718,주유,여성,20대,23452
20200508,가정생활/서비스,남성,20대,350
20200612,할인점/마트,남성,40대,717753
20200517,패션/잡화,여성,50대,33672
20190523,여행/교통,남성,30대,70602
20150618,의료,남성,30대,164733
20150510,의료,남성,40대,41235
20150529,가전/가구,남성,40대,38001
20200722,패션/잡화,남성,40대,16906
20150718,백화점/상품권/아울렛,여성,30대,198394
20200712,주유,남성,20대,34978
20150711,편의점,여성,30대,153031
20150613,가전/가구,여성,50대,26968
20150529,자동차,남성,30대,28645
20200627,요식/유흥,여성,50대,552332
20150730,교육/학원,여성,60대이상,3822
20200614,할인점/마트,여성,60대이상,199109
20190716,할인점/마트,남성,50대,436115
20150623,가정생활/서비스,남성,30대,2360
20200620,교육/학원,여성,30대,28291
20190613,주유,남성,30대,162974
20200611,백화점/상품권/아울렛,남성,20대,15286
20190531,요식/유흥,여성,40대,1018819
20190713,스포츠/문화/레저,여성,20대,72196
20200717,요식/유흥,여성,20대,403884
20200724,스포츠/문화/레저,여성,30대,32780
20200618,여행/교통,여성,30대,25606
20200715,패션/잡화,남성,50대,19572
20190710,여행/교통,남성,40대,75139
20150602,미용,여성,30대,42052
20190617,미용,남성,50대,26739
20190515,여행/교통,남성,60대이상,24868
20190603,주유,여성,40대,99703
20150623,편의점,남성,40대,211299
20150718,할인점/마트,남성,40대,791910
20190504,편의점,남성,20대,411346
20150520,여행/교통,여성,30대,31054
20150503,가정생활/서비스,여성,30대,1074
20150709,가정생활/서비스,여성,30대,1126
20200604,요식/유흥,여성,50대,462198
20150604,가전/가구,남성,40대,33582
20200515,미용,남성,50대,28506
20200523,교육/학원,남성,60대이상,5528
20150612,여행/교통,남성,60대이상,10238
20150522,요식/유흥,남성,50대,439207
20150729,가정생활/서비스,여성,40대,2096
20150721,여행/교통,여성,40대,37664
20150515,교육/학원,남성,30대,27526
20150718,여행/교통,여성,30대,52662
20200508,주유,여성,20대,22228
20190622,의료,남성,50대,166335
20190526,의료,남성,50대,28825
20190509,교육/학원,남성,30대,32475
20150624,교육/학원,남성,50대,18187
20200602,여행/교통,여성,30대,20460
20200517,미용,여성,20대,41952
20200724,미용,남성,50대,29707
20150705,주유,남성,20대,55670
20190611,교육/학원,남성,40대,70376
20190520,주유,여성,30대,70466
20150614,패션/잡화,여성,60대이상,10664
20150514,주유,남성,60대이상,56612
20200704,주유,남성,60대이상,126415
20200720,주유,여성,40대,76596
20150713,의료,남성,30대,207932
20200520,가정생활/서비스,남성,20대,373
20150706,패션/잡화,여성,50대,38058
20200523,할인점/마트,여성,40대,670689
20200629,스포츠/문화/레저,남성,50대,52932
20200713,자동차,여성,30대,15581
20190607,요식/유흥,여성,40대,996716
20200723,스포츠/문화/레저,여성,20대,21449
20150605,백화점/상품권/아울렛,남성,40대,59176
20200627,백화점/상품권/아울렛,여성,60대이상,56222
20190531,교육/학원,여성,20대,13509
20150721,패션/잡화,여성,40대,57734
20200514,미용,여성,30대,44964
20190728,편의점,여성,30대,263894
20150518,패션/잡화,남성,60대이상,8290
20190718,편의점,남성,50대,287844
20190724,여행/교통,여성,40대,56210
20200520,백화점/상품권/아울렛,여성,60대이상,41540
20190629,요식/유흥,여성,60대이상,213368
20200525,패션/잡화,남성,40대,34422
20150518,의료,남성,30대,284763
20200729,의료,여성,40대,197052
20200715,미용,남성,30대,30891
20190712,패션/잡화,남성,30대,24227
20190714,주유,여성,60대이상,32330
20150628,주유,남성,50대,133924
20150530,패션/잡화,여성,50대,52049
20190614,요식/유흥,여성,60대이상,218020
20150529,스포츠/문화/레저,남성,60대이상,19570
20200606,주유,여성,60대이상,32831
20190606,편의점,남성,40대,539704
20200608,자동차,남성,20대,14350
20200514,할인점/마트,남성,20대,136645
20150616,패션/잡화,남성,20대,9571
20150520,가전/가구,여성,20대,8954
20150529,여행/교통,여성,30대,40097
20150619,자동차,남성,50대,22148
20200727,자동차,남성,20대,9437
20190621,자동차,여성,40대,27889
20150705,백화점/상품권/아울렛,여성,40대,165302
20190623,의료,여성,30대,51939
20150614,요식/유흥,여성,40대,631798
20150609,편의점,남성,30대,348034
20150520,요식/유흥,남성,40대,743238
20200505,의료,여성,60대이상,27214
20200709,교육/학원,남성,50대,27120
20150706,요식/유흥,남성,20대,273565
20150619,교육/학원,여성,20대,10887
20190618,자동차,남성,50대,37093
20150616,요식/유흥,남성,30대,783539
20200517,주유,여성,50대,62127
20190704,가정생활/서비스,남성,60대이상,1365
20190706,가전/가구,여성,60대이상,15622
20150726,편의점,남성,50대,86998
20200722,스포츠/문화/레저,여성,40대,36590
20190505,할인점/마트,여성,20대,202130
20150601,편의점,남성,20대,196070
20200719,주유,여성,30대,50993
20200715,미용,남성,40대,34792
20200630,요식/유흥,남성,30대,818140
20190528,요식/유흥,여성,20대,517971
20190513,여행/교통,남성,20대,25519
20150613,미용,남성,50대,25105
20190705,패션/잡화,남성,30대,24569
20150522,편의점,남성,60대이상,20138
20200614,가정생활/서비스,남성,20대,264
20200527,백화점/상품권/아울렛,여성,50대,76673
20150615,패션/잡화,여성,20대,28056
20150722,백화점/상품권/아울렛,남성,30대,73382
20200627,자동차,남성,40대,56581
20190510,할인점/마트,여성,40대,655625
20200704,주유,남성,50대,202092
20200706,의료,남성,20대,39972
